track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,duration_min,loudness_normalized,is_hit
5LInOGDHqrgetnMlnvaDNq,L'Impératrice;Rejjie Snow,Everything Eventually Ends,Everything Eventually Ends,63,177280,False,0.865,0.484,11,-9.321,0,0.177,0.361,9.53e-06,0.116,0.849,95.016,4,french,2.9546666666666668,0.7437619074043246,0
7IzEoGHwj4a3h78Yl5r4xq,Original Cast of Amélie,Amélie - A New Musical (Original Broadway Cast Recording),A Better Haircut,22,275413,False,0.491,0.288,2,-7.512,1,0.0434,0.816,0.0,0.209,0.371,76.413,3,show-tunes,4.590216666666667,0.7772228696150787,0
5ibmO0MNdUjNZQC93rQbaS,Michelle Nascimento,Louve e Adore,Louve e Adore,40,294986,False,0.621,0.792,9,-4.51,0,0.0713,0.236,0.0,0.146,0.411,150.044,4,gospel,4.916433333333333,0.8327506797624993,0
3Jzmf2dDBpZ8DUtIwoEeWE,Michel Berger,Beaurivage (Remasterisé en 2002),Mademoiselle Chang - Remasterisé en 2002,33,289293,False,0.848,0.815,7,-7.679,0,0.0304,0.276,0.0499,0.331,0.967,120.445,4,french,4.82155,0.7741338808427204,0
7geBeVl1Le1m948MVVPzcv,Matt Komo;Emily Zeck,Out of Sight,Out of Sight,46,216338,False,0.555,0.784,9,-5.301,1,0.0952,0.0245,0.044,0.23,0.335,141.972,4,dub,3.6056333333333335,0.8181196012060004,0
3IuTraprrDiCiGJ7tiGpGu,Aaron Shust,This Is What We Believe (Deluxe Edition),My Hope Is in You,48,254880,False,0.434,0.873,2,-3.749,1,0.0489,0.0234,0.0,0.323,0.365,150.077,4,world-music,4.248,0.846826850156299,0
3AKmFnBp3y1MxubtuXOkA0,Klubbheads,Ultimate NRG - Best of 1996-2016 (Mixed by Alex K),Kickin' Hard,33,417632,False,0.699,0.955,11,-10.148,0,0.071,0.00128,0.00369,0.0392,0.569,140.108,4,trance,6.960533333333333,0.7284649390525867,0
04l32IumKKAv4Wj06Af9AA,BBS Paranoicos,Hardcore para Señoritas (Reedición Especial),El Regreso,31,166000,False,0.375,0.931,10,-10.071,1,0.064,0.00743,0.679,0.256,0.439,103.502,4,hardcore,2.7666666666666666,0.7298892033368477,0
1LPq8d95OpzRz329qobaZ6,Eternate;Miriam Romeyn,Praise My Name,Praise My Name,41,235548,False,0.484,0.95,10,-4.977,0,0.0945,0.00106,3.36e-06,0.344,0.169,154.935,4,hardstyle,3.9258,0.8241126093631505,0
1L4U5ikDKnskqKUpe1Knzc,Mae,The Everglow,Someone Else's Arms,30,309104,False,0.519,0.893,1,-5.037,1,0.0758,0.001,0.000931,0.433,0.525,142.022,4,piano,5.1517333333333335,0.8230027930377523,0
73ruq8AAgS42eJhPpTNua7,Los Solistas,Homenaje A Juan D'Arienzo Vol 2,El Tarta,18,109866,False,0.735,0.524,5,-10.5,0,0.271,0.815,0.0218,0.261,0.895,136.685,4,tango,1.8311,0.7219540166102509,0
3PLQj7TnKFV7IpKuxiNeTS,Rustage;Fabvl;None Like Joshua;Connor Quest!;Eddie Rath;iBringDaLULZ;Cdawgva;Zach Boucher;Shwabadi;Divide Music;GameboyJones;Shao Dow;DizzyEight;FrivolousShara;DiggzDaProphecy;Dreaded Yasuke;BassedOlaf;Daddyphatsnaps,Shonen Jump,Shonen Jump,45,439492,False,0.782,0.732,9,-4.749,0,0.317,0.454,0.0,0.105,0.786,80.018,4,anime,7.324866666666667,0.8283299113996633,0
2e8XKQRSHxRIPM3dsR2hmk,Aaron Tveit;Joe Iconis;Joe Iconis & Family,Album,The Answer,20,276721,True,0.713,0.532,2,-7.177,1,0.0351,0.455,0.0,0.107,0.404,121.98,4,show-tunes,4.612016666666666,0.7834193440985516,0
4iHHkK1z9L7uCoo0Aub9yW,The Streets;Donae'o;Greentea Peng,I Wish You Loved You As Much As You Love Him,I Wish You Loved You As Much As You Love Him (feat. Donae’O & Greentea Peng),25,173685,True,0.898,0.779,0,-6.279,1,0.231,0.0271,0.000126,0.171,0.793,126.021,4,garage,2.89475,0.8000295951020105,0
44f0izaEgnddX0jIRIBmfQ,Rob McClure;Analise Scarpaci;Jenn Gambatese;Jake Ryan Flynn;J. Harrison Ghee;Brad Oscar;Mark Evans;Peter Bartlett;Cameron Adams;Aaron Kaburick;Aléna Watters;Charity Angél Dawson;David Hibbard;KJ Hippensteel;Mrs. Doubtfire Original Broadway Ensemble;Wayne Kirkpatrick;Karey Kirkpatrick;Mrs. Doubtfire Original Broadway Cast,Mrs. Doubtfire (Original Broadway Cast Recording),"As Long As There Is Love, Pt. 2",22,165080,False,0.591,0.683,4,-4.691,1,0.125,0.708,0.0,0.447,0.722,129.88,4,show-tunes,2.751333333333333,0.8294027338475481,0
3P9lW9xTkSp72M8bUSBRVC,Yiruma,f r a m e,Walking In The Forest,43,187250,False,0.401,0.128,5,-16.846,1,0.0387,0.988,0.919,0.106,0.0578,93.158,3,new-age,3.120833333333333,0.6045724432606404,0
4dJrjWtAhEkW7VdPYSL1Ip,Anirudh Ravichander;Gana Balachandar,"Vaathi Coming (From ""Master"")","Vaathi Coming (From ""Master"")",60,228257,False,0.649,0.947,7,-4.087,1,0.26,0.218,0.383,0.0532,0.579,164.943,4,hip-hop,3.8042833333333332,0.8405748848565563,0
2SoHnESLR60erIgFi8zFFi,Central 3;Pevê Brito;Alessandro Vilas Boas,Não Há Outro Lugar (feat. Alessandro Vilas Boas) [Ao Vivo],Não Há Outro Lugar (feat. Alessandro Vilas Boas) - Ao Vivo,42,806406,False,0.488,0.531,9,-8.687,1,0.0298,0.209,5.37e-05,0.733,0.22,141.023,4,gospel,13.4401,0.7554889665760317,0
6o8TVsJ32zgciInnkbWPvk,Hanumankind,Skyline,Skyline,32,266486,True,0.855,0.554,0,-11.658,0,0.0876,0.313,8.16e-05,0.102,0.381,111.005,4,malay,4.441433333333333,0.7005345615300667,0
3Eo7rOfvXRzGq68b9PVfZE,Wisin & Yandel,Esto No Se Le Dedica A Cualquiera,Estoy Enamorado,2,271720,False,0.78,0.725,6,-6.032,1,0.0503,0.288,0.0,0.0851,0.431,100.92,4,electro,4.528666666666667,0.8045983389748995,0
1XfWRrji6DBo420tz75tNV,Mayday,後 青春期的詩,你不是真正的快樂,53,299906,False,0.402,0.688,5,-4.747,1,0.0299,0.0761,6.75e-06,0.327,0.431,164.082,4,mandopop,4.998433333333334,0.8283669052771766,0
5c45xnW2qXhg9C9XvfQOxm,Germaine Franco,Encanto (Trilha Sonora Original em Português),Las Hermanas Pelean,20,77933,False,0.427,0.124,0,-16.689,1,0.0376,0.846,0.939,0.126,0.221,103.483,4,disney,1.2988833333333334,0.6074764626454321,0
0DBot2uK8DcgaipNnRNZJJ,Heléne Lundström,Small steps,Dreamlover,18,138306,False,0.64,0.417,1,-7.55,0,0.0265,0.842,0.0,0.188,0.522,141.903,4,disney,2.3051,0.7765199859423265,0
0sswApV2NWdBgUOx9dtjpG,Dinos,RAP MUSCULATION RENTRÉE 2022,5711,0,185306,True,0.913,0.62,8,-8.679,1,0.235,0.105,1.14e-06,0.211,0.49,140.049,4,french,3.088433333333333,0.7556369420860847,0
5dzTfHXcdHjxoJbpdy4DUu,The Heavy;The Dap-Kings Horns,How You Like Me Now EP,Coleen feat. The Dap-Kings Horns,46,179847,False,0.687,0.69,5,-4.96,0,0.0527,0.13,0.0,0.122,0.786,83.019,4,garage,2.99745,0.8244270573220132,0
0kMzT1kil4veF1JCm8NovK,Posthuman;Mac & Ward,fabric presents TSHA (Mixed),You're Mine - Mac & Ward Extended Remix Mixed,12,217653,False,0.578,0.995,5,-7.934,1,0.0503,0.00101,0.882,0.121,0.657,123.625,4,idm,3.62755,0.7694171614597783,0
07VFhQepf26fYJvy32mjeg,蔣志光;王利名,相逢.走,要走的始終都要走,19,263000,False,0.646,0.446,10,-12.604,1,0.0295,0.726,0.0,0.387,0.354,127.552,4,cantopop,4.383333333333334,0.6830364574662893,0
18hqoDrwHmZQwrv3e7wVyj,Jim Brickman,By Heart,Little Star,20,240533,False,0.415,0.0346,0,-22.765,1,0.0406,0.991,0.895,0.0702,0.315,138.901,4,new-age,4.008883333333333,0.49508906276011316,0
20pxoRoue8oz2dbOzR5ydc,Gerson Rufino,10 Anos de Louvor,Com Ele,44,267120,False,0.608,0.544,9,-5.879,1,0.0282,0.498,1.15e-06,0.114,0.345,140.005,4,brazil,4.452,0.8074283706046649,0
26bmTNZzIN3J7mYfHIQ7qK,One True God,No Names,No Names,33,162285,False,0.647,0.814,2,-2.456,1,0.0523,0.00169,0.136,0.373,0.196,104.996,4,club,2.70475,0.870743391968629,0
1aW7Cno3iDf1jIraOXLOKJ,Irina Karatcheva,Возвращение. русские романсы,В лунном сияньи,0,125406,False,0.388,0.0369,9,-21.176,0,0.047,0.984,0.0,0.115,0.385,98.997,3,romance,2.0901,0.5244806984444075,0
4OhrEMzb7JIlDLJnDF5i2V,Robert Schimmel,Life Since Then,17 Year Old,23,291880,True,0.598,0.583,8,-16.918,1,0.943,0.885,0.0,0.579,0.354,120.523,1,comedy,4.8646666666666665,0.6032406636701626,0
2XWx3cUPgju22NUCbv5e1X,Jungle Fire,Tropicoso,Village Hustle,16,240400,False,0.785,0.874,4,-8.122,0,0.0485,0.0782,0.816,0.0728,0.962,120.102,4,afrobeat,4.006666666666667,0.7659397369735308,0
000Iz0K615UepwSJ5z2RE5,Paul Kalkbrenner;Pig&Dan,X,Böxig Leise - Pig & Dan Remix,22,515360,False,0.686,0.56,5,-13.264,0,0.0462,0.00114,0.181,0.111,0.108,119.997,4,minimal-techno,8.589333333333334,0.6708284778869096,0
7kAghH1NK3QdwwdCX0PM8d,Zhanna Bichevskaya,"Starye russkie narodnye derevenskie i gorodskie pesni, Ch. 1",Svetit mesjats,4,183606,False,0.484,0.29,6,-11.357,1,0.0408,0.828,0.000147,0.0913,0.693,118.9,4,romance,3.0601,0.7061021400958141,0
5eYQMChHFGtMlRPZicBtMC,Topic;A7S,pov: it's 2020,Breaking Me,0,166793,False,0.789,0.72,8,-5.652,0,0.217,0.223,0.0,0.129,0.664,122.031,4,edm,2.7798833333333333,0.8116271757024212,0
1AnK1OH0pHI5u8PXK1lMoW,Pidżama Porno,Bułgarskie centrum,Kotów kat ma oczy zielone,37,266626,False,0.509,0.838,4,-6.319,0,0.0367,0.00803,0.0,0.248,0.777,144.88,4,punk-rock,4.443766666666667,0.799289717551745,0
0f1svjHSiaCJif6noKKVHa,Hunter Hayes,Hunter Hayes (Encore),Wanted,56,228840,False,0.421,0.476,0,-7.692,1,0.0298,0.268,0.0,0.0816,0.3,169.784,4,country,3.814,0.7738934206388842,0
4XzyKeriVAO9uad6C3ZnM2,Dark-E;Playboyz,Sunset At Brecht/ Melting,Sunset At Brecht - Original Version,24,350896,False,0.705,0.834,8,-8.017,1,0.0735,0.00152,0.829,0.0256,0.471,145.003,4,hardstyle,5.8482666666666665,0.7678819155429776,0
2ww2xnkptug8KwF6XzEwMq,Linkin Park,LIVING THINGS,UNTIL IT BREAKS,48,223400,False,0.316,0.835,2,-6.67,1,0.321,0.0489,0.000774,0.287,0.415,170.061,4,grunge,3.723333333333333,0.792797292048166,0
7LZgdL0MxiElfaKZbuuE4l,The Smiths,Louder Than Bombs,Asleep - 2011 Remaster,65,253560,False,0.512,0.255,0,-15.867,1,0.0291,0.88,0.532,0.146,0.215,115.144,3,punk-rock,4.226,0.6226809463033868,1
7JVjcxfs9CG6Ozlmibdrkl,Stephan Moccio,Whitby,Whitby,49,195240,False,0.215,0.0223,7,-28.528,0,0.0432,0.991,0.922,0.105,0.253,166.528,3,ambient,3.254,0.3884912047056212,0
6dm9WLQPqe2kp5wS3DlD1n,Dillon Francis;ILLENIUM;EVAN GIIA,EDM Gaming Music Autumn/Winter 2022,Don't Let Me Let Go,1,205479,False,0.488,0.715,9,-4.656,1,0.0562,0.0367,0.0,0.122,0.397,145.979,4,edm,3.42465,0.8300501267040304,0
6wWH1NP5tx5nogRyrD4EbT,Euforquestra;Kyle Hollingsworth,Fire,Instant Coffee (feat. Kyle Hollingsworth),19,306200,False,0.717,0.777,5,-4.229,1,0.0744,0.239,0.725,0.162,0.792,101.941,4,afrobeat,5.1033333333333335,0.8379483195531139,0
6Qq8lIoV6gHc77GSjacOHP,AA Apres-Ski!,Apres-Ski Lawine 2010,Er hat ein knallrotes Gummiboot,29,208946,False,0.779,0.98,4,-4.86,1,0.0429,0.166,0.0,0.338,0.891,129.996,4,disco,3.4824333333333333,0.8262767511976767,0
03EM4X7msE6ZRxT1a6zVBh,Hillsong Worship;Reuben Morgan,let there be light.,I Will Boast In Christ,39,292373,False,0.353,0.575,9,-7.047,1,0.0316,0.0278,0.0,0.856,0.255,143.982,4,world-music,4.872883333333333,0.7858239461369143,0
6EsH66Uto1zwZlDGQ6RokU,Martin Garrix,Forbidden Voices,Forbidden Voices,61,230634,False,0.534,0.711,10,-5.927,0,0.0368,0.05,0.0031,0.135,0.3,128.102,4,progressive-house,3.8439,0.8065405175443464,0
28fz3mwbypiLwIOyLkOuvv,Grupo Presença;MC Hariel,Pagode do Presença | Made In Funk (Ao Vivo),Maçã Verde - Ao Vivo,52,176307,False,0.76,0.706,2,-6.28,0,0.1,0.336,0.0,0.717,0.687,130.027,4,pagode,2.93845,0.8000110981632539,0
0iYXsL63iA5pL9zvCATqB3,S.P.Y;Diane Charlemagne,Sick Music 2019,Dusty Fingers - Metrik Remix,18,275674,False,0.581,0.886,2,-3.5,1,0.0473,0.0026,0.314,0.236,0.286,173.999,4,drum-and-bass,4.594566666666666,0.8514325879067014,0
7eKekawLw4EX970YE8yfik,Dub Pistols;TK,Rum & Coke,She Moves,20,183719,False,0.748,0.769,7,-8.616,1,0.121,0.1,3.01e-05,0.145,0.861,97.548,4,breakbeat,3.0619833333333335,0.7568022492277527,0
55HOjqIYabSrsIkD5dvzrC,Matheus & Kauan,Na Praia (Ao Vivo),Que Sorte A Nossa - Na Praia / Ao Vivo,46,221346,False,0.38,0.724,7,-4.318,1,0.0411,0.303,0.0,0.921,0.416,93.979,4,sertanejo,3.6891,0.8363020920037734,0
3awaN4hJ3e3s6WcVEB79fE,A-Mei Chang,姊妹,解脫,53,284666,False,0.539,0.341,1,-12.495,1,0.0279,0.7,0.0,0.269,0.676,167.539,4,mandopop,4.744433333333333,0.6850526237907626,0
57Y9YzDxXB2sVlhvqK94sK,York;Kryder,On The Beach (Kryder Remix),On The Beach - Kryder Remix,54,173841,False,0.565,0.899,1,-6.016,1,0.0324,0.00576,0.795,0.162,0.111,123.988,4,techno,2.89735,0.8048942899950058,0
3dzMSEy7d8NEdfeLqe2zdW,Liniker e os Caramelows;Liniker;Caramelows,Remonta,Caeu,41,262893,False,0.629,0.544,7,-6.39,1,0.0483,0.269,0.0,0.119,0.469,135.04,4,mpb,4.38155,0.797976434900024,0
3PpW8wtylTjANy9OHm8k53,Aviões do Forró,"Aviões do Forró, Vol. 3",Eu Não Vou Mais Chorar,46,190223,False,0.649,0.898,9,-7.04,1,0.047,0.517,1.48e-06,0.384,0.961,182.054,4,forro,3.1703833333333336,0.7859534247082107,0
1OZpUOQumWhZ8Gr1bUsmrz,ABC,Mirando las nubes,Poison Arrow,0,203600,False,0.725,0.861,11,-6.901,0,0.0751,0.204,0.00127,0.245,0.819,125.659,4,synth-pop,3.3933333333333335,0.788524499195383,0
3NbcxD3uC4aDsv87lwK1WM,Taku Iwasaki,JOJO'S BIZARRE ADVENTURE -O.S.T Battle Tendency [Musik],Overdrive,51,226706,False,0.576,0.822,1,-8.456,1,0.11,0.000909,0.537,0.11,0.193,134.981,4,anime,3.7784333333333335,0.7597617594288145,0
5psoxZpBVWS27k9Fngaes9,Maduk;Veela,Memoirs,Ghost Assassin - VIP,48,222739,False,0.584,0.924,11,-3.089,0,0.0759,0.0166,0.0,0.0851,0.543,87.96,4,drum-and-bass,3.7123166666666667,0.8590348297356787,0
5bSSkaqVo0qsOmtYOcPpp3,Jethro Tull,Stand Up,We Used to Know - 2001 Remaster,53,243373,False,0.247,0.458,4,-10.509,0,0.0322,0.105,3.33e-05,0.283,0.465,171.923,3,psych-rock,4.056216666666667,0.7217875441614412,0
4UirRyrZ431JmKmqVzfX8q,Jóhann Jóhannsson,Spooky Scary Season,"First Encounter - From ""Arrival"" Soundtrack",0,289548,False,0.186,0.00432,7,-20.811,1,0.0366,0.926,0.963,0.0952,0.0286,57.23,4,ambient,4.8258,0.5312320810905795,0
30czRkzbE2SaDp5139eHew,Ufo361,VVS Bonus EP,Zieh dich aus,39,227137,True,0.809,0.509,2,-7.572,0,0.237,0.371,0.000911,0.102,0.174,126.945,4,german,3.785616666666667,0.7761130532896805,0
6dL5J3pfax49nEyvqz0ZcU,Rick James,Halloween 2022,Super Freak,0,204600,False,0.857,0.796,9,-6.866,0,0.0527,0.079,0.0,0.0503,0.944,132.528,4,disco,3.41,0.7891718920518653,0
4TpPSDtJGuD51E66sWrxmd,Roman Müller;Ellysse Mason,Human,Human,57,145250,False,0.666,0.527,10,-9.286,1,0.0315,0.313,0.000143,0.264,0.247,119.986,4,deep-house,2.4208333333333334,0.7444093002608068,0
1tJf9tdBDvK130VCj1VAmt,Sound Sleeping,Sleep (Rain Sounds Compilation),Paradise Rain,39,268471,False,0.0,0.0474,2,-15.677,0,0.0,0.117,0.989,0.79,0.0,0.0,0,sleep,4.474516666666666,0.6261953646671475,0
3p4Iji2RMmWLnkPupv7gKk,MHRAP,Tipo Capitão Patria,Tipo Capitão Patria,42,214499,True,0.813,0.477,1,-9.924,0,0.263,0.144,0.0,0.13,0.739,135.943,4,r-n-b,3.5749833333333334,0.7326082533340732,0
6iW7i44Piu4rqVJovJ8DI1,Zé Ramalho,Zé Ramalho Ao Vivo 2005,Canção Agalopada (Ao Vivo),39,295253,False,0.221,0.882,11,-6.614,0,0.0778,0.198,0.00533,0.899,0.457,173.91,4,mpb,4.920883333333333,0.7938331206185376,0
5oslaeVoAfbVvtDtB91wVC,Kozah;OMAS,I Know,I Know,31,206400,False,0.406,0.871,9,-6.496,0,0.0914,0.000718,0.539,0.375,0.188,149.957,4,dubstep,3.44,0.7960157593918206,0
45JIlBXEhd6BriIUqxITFT,Hank Williams,The Complete Hank Williams,Sundown And Sorrow,11,81106,False,0.405,0.351,2,-12.126,1,0.0279,0.891,0.0,0.128,0.888,82.449,4,honky-tonk,1.3517666666666666,0.6918779941919613,0
1ioaV68BICIiSHpcqSUVHR,Funk Flex;CJ,You Know,You Know,55,111386,True,0.891,0.585,0,-6.122,0,0.131,0.0752,0.0,0.134,0.24,125.024,4,hardcore,1.8564333333333334,0.8029336144868023,0
6EhpZwYStL4t0SJ8d7G3KF,Fairlane;ROZES;JT Roach,Out Loud,Out Loud,38,224000,False,0.524,0.571,5,-5.314,1,0.0262,0.218,5.58e-06,0.12,0.185,108.087,4,dubstep,3.7333333333333334,0.8178791410021641,0
6e2DUXyUrGTP8mMzJne62K,That Girl Lay Lay,Watch Me,Do What I Want,13,184992,False,0.899,0.625,10,-6.044,0,0.371,0.41,0.0,0.25,0.576,130.84,4,kids,3.0832,0.80437637570982,0
0vOhrlR0zF6sbQs5TxuAUZ,Papa Khan,I GOT YOU,I GOT YOU,35,167545,False,0.391,0.607,6,-2.876,0,0.0589,0.00104,0.732,0.266,0.141,149.361,4,dubstep,2.7924166666666665,0.8629746776908421,0
7AH76Vec800rSRmfXJsXsk,WAAX,At Least I'm Free,Whoever,28,233640,False,0.644,0.599,4,-6.026,1,0.0403,0.0528,1.26e-05,0.117,0.293,120.0,4,garage,3.894,0.8047093206074394,0
3q0VwPWeb3UGR1Ij4oTXWk,Karen Mok,YOU CAN,陰天,47,242293,False,0.72,0.529,10,-8.928,1,0.0406,0.559,2.1e-05,0.163,0.267,133.967,4,cantopop,4.038216666666667,0.7510312043356823,0
7HsGtxpInhLpgIH3OREKDr,Jeanne Added,Radiate,Before the Sun,29,257413,False,0.524,0.764,3,-9.53,1,0.049,0.266,0.0299,0.0886,0.0388,121.923,4,synth-pop,4.290216666666667,0.7398960472041877,0
2xVjvDSSHeY5O1EpPBDZD7,Escala Mercalli;La Combo Tortuga;Luis Lambis,Dices,Dices,39,204945,False,0.786,0.794,5,-3.241,0,0.0632,0.194,0.0,0.156,0.904,95.0,4,dancehall,3.41575,0.8562232950446701,0
19fhOFi6pNGeZe5uiFlm7c,YOASOBI,優しい彗星,優しい彗星,64,215333,False,0.715,0.722,5,-4.62,1,0.0348,0.197,0.0,0.114,0.522,89.995,4,j-pop,3.5888833333333334,0.8307160164992694,0
4BG5z09kr5M1CVla6MQmcO,Asia,Fiesta temática 80s,Only Time Will Tell,0,284000,False,0.29,0.884,9,-5.71,0,0.0673,0.0435,0.0,0.225,0.294,125.314,4,hard-rock,4.733333333333333,0.8105543532545363,0
0Ho6NsIqN6oOj2wY4xSSpp,Maggie Rogers,Chill Mood,Light On,1,233880,False,0.657,0.569,2,-6.287,1,0.0542,0.201,1.35e-05,0.126,0.399,102.055,4,indie-pop,3.898,0.7998816195919575,0
7sxA24QDCYRSEUQqEAsaKR,Aazar;Swae Lee;Tove Lo,Diva (with Swae Lee & Tove Lo),Diva (with Swae Lee & Tove Lo),49,165600,True,0.694,0.717,5,-5.468,0,0.0467,0.0674,0.0,0.143,0.306,100.063,4,electronic,2.76,0.8150306124336423,0
63WuQOXohQIxOxIFA2K7bR,Måneskin,SUPERMODEL,SUPERMODEL,83,148064,False,0.636,0.876,7,-3.413,1,0.0555,0.00164,0.0,0.117,0.799,120.983,4,indie-pop,2.4677333333333333,0.8530418215785287,1
5sbCXvnZQEREKHF6IU7Hmf,Orbital,Diversions,Lush 3 (Euro Tunnel Disaster '94)/ Walk About (John Peel Sessions),16,875560,False,0.509,0.874,2,-10.352,1,0.0463,0.00195,0.851,0.0989,0.266,128.77,4,breakbeat,14.592666666666666,0.7246915635462331,0
4fvjWN4iTBr7sQB1qponDE,Jeff Foxworthy,We've Been Thinking,The Only Prostate,30,206684,False,0.497,0.792,5,-10.411,1,0.945,0.735,0.0,0.653,0.18,180.71,4,comedy,3.444733333333333,0.7236002441595915,0
6X4SWrZpylWclBbl7iK3Gw,Håkan Hellström,"Nåt gammalt, nåt nytt, nåt lånat, nåt blått",Går vidare,28,334333,False,0.348,0.389,3,-7.831,1,0.0292,0.9,0.355,0.108,0.148,170.34,4,goth,5.572216666666667,0.7713223461517118,0
6FBOCvFNx6C0f6tW6WrqoK,Napalm Death,From Enslavement To Obliteration,Mentally Murdered,13,133893,False,0.177,0.89,2,-8.5,1,0.0519,1.3e-06,0.952,0.186,0.482,106.17,4,grindcore,2.23155,0.7589478941235225,0
4iU09khJ8ZpDoP4aCU0XR9,Matrix & Futurebound,Glow Worm,Glow Worm,20,253793,False,0.526,0.959,9,-2.592,1,0.0581,0.00667,0.865,0.728,0.184,174.032,4,drum-and-bass,4.229883333333333,0.8682278082977267,0
0UK0hZ7lhXDkZdgwS9KUIj,Rnla;Carl Storm,Hold Each Other,Hold Each Other,45,177407,False,0.488,0.303,3,-12.426,0,0.0494,0.929,3.44e-06,0.14,0.152,114.962,4,chill,2.9567833333333335,0.6863289125649704,0
0qD7FNvGrdwtH3EaUnK2RY,Simon Wester,Among Us,Among Us,38,194676,False,0.113,0.146,4,-19.294,1,0.033,0.925,0.958,0.0998,0.08,75.822,4,ambient,3.2446,0.559291937184396,0
5XWANb1t35rvZLytVAnEXo,Aline Barros,Caminho de Milagres,Poder Pra Salvar (Mighty to Save),43,359166,False,0.529,0.831,4,-3.876,1,0.0511,0.455,0.0,0.808,0.382,149.813,4,brazil,5.9861,0.8444777389342064,0
3ny4OoFhXIPtCmbzmNdPZ2,Narcosis,Primera Dosis,Danza De Los Cristales,19,182821,False,0.352,0.847,4,-8.522,1,0.0631,0.162,0.00451,0.105,0.478,150.125,4,grindcore,3.0470166666666665,0.7585409614708766,0
1eK9FbqhWUoolfJdiQtKaO,Jota Quest,Acústico Jota Quest,Vem Andar Comigo - Acústico,40,274539,False,0.464,0.284,7,-14.977,1,0.0307,0.778,0.0,0.695,0.458,147.137,4,mpb,4.57565,0.6391432217967926,0
4JC8vnwP59u2WG6jbHCPOO,Hugo TSR,Tant qu'on est là,La cage,39,199720,False,0.831,0.577,7,-6.774,1,0.364,0.258,0.0,0.354,0.245,95.018,4,french,3.328666666666667,0.7908736104174758,0
4tjXsHj3H4RYPd0vGHmACg,Valentín Elizalde,Flor de Capomo,Flor de Capomo,44,155432,False,0.675,0.313,3,-14.826,1,0.277,0.748,0.000233,0.412,0.978,135.643,4,r-n-b,2.590533333333333,0.6419362595490445,0
1mWdyqs6Zvg8b1lKjDc8yB,Chris Tomlin,The Ultimate Playlist,Good Good Father,66,293398,False,0.429,0.587,9,-4.588,1,0.0275,0.315,0.0,0.108,0.164,145.003,3,alt-rock,4.889966666666667,0.8313079185394816,1
